code_module,code_presentation,id_student,sum_click,date,studied_credits,num_of_prev_attempts,module_presentation_length,final_result
FFF,2013B,536046,648,30,120,0,240,Fail
EEE,2014J,1674799,2856,118,60,0,269,Distinction
FFF,2013J,601640,122,12,90,0,268,Fail
FFF,2013J,571079,72,4,60,0,268,Withdrawn
GGG,2013J,585445,845,50,30,0,261,Fail
GGG,2013J,571577,1221,108,30,0,261,Pass
EEE,2013J,572279,681,35,90,0,268,Fail
DDD,2013J,548825,566,46,60,0,261,Withdrawn
BBB,2014J,530941,989,49,60,0,262,Pass
FFF,2014J,649258,2226,76,120,0,269,Fail
DDD,2013B,260639,476,40,120,1,240,Fail
GGG,2014B,612363,15,3,30,0,241,Fail
BBB,2013B,496220,432,58,60,0,240,Pass
AAA,2013J,2650282,641,56,60,0,268,Pass
GGG,2014J,655625,8,1,30,0,269,Fail
CCC,2014J,339824,408,33,60,0,269,Withdrawn
CCC,2014J,678393,883,33,60,0,269,Fail
DDD,2013B,554193,1519,115,60,0,240,Fail
DDD,2013J,189624,1958,141,150,0,261,Pass
GGG,2014J,2203216,232,15,30,0,269,Withdrawn
AAA,2013J,1402638,910,75,60,0,268,Pass
BBB,2013J,599402,277,22,60,0,268,Pass
DDD,2013B,69491,373,49,60,4,240,Pass
FFF,2014J,674406,1995,76,120,0,269,Pass
DDD,2013B,112245,2262,130,60,0,240,Pass
GGG,2014B,393682,171,8,30,0,241,Fail
FFF,2013B,273605,1174,46,120,1,240,Fail
DDD,2014J,675050,199,30,60,0,262,Withdrawn
BBB,2013J,596372,822,80,60,0,268,Pass
EEE,2014J,681001,4939,172,60,0,269,Distinction
BBB,2013J,2444641,434,54,60,0,268,Fail
CCC,2014B,634157,2923,140,60,0,241,Pass
DDD,2013J,606788,1403,115,90,0,261,Distinction
GGG,2014B,619483,239,13,30,0,241,Distinction
BBB,2014J,446619,21,3,60,0,262,Withdrawn
GGG,2013J,561148,483,39,30,0,261,Pass
GGG,2014B,545665,1551,70,60,0,241,Distinction
FFF,2014J,569108,4590,163,90,0,269,Distinction
BBB,2014B,2636696,171,36,60,0,234,Pass
EEE,2013J,1995239,2487,111,60,0,268,Fail
FFF,2014J,647784,468,21,60,0,269,Withdrawn
DDD,2013B,531047,2530,181,60,0,240,Pass
FFF,2014J,563108,1327,55,60,0,269,Pass
FFF,2013J,586251,95,13,60,0,268,Withdrawn
FFF,2014B,439633,4725,161,60,1,241,Pass
BBB,2013B,515497,161,18,120,0,240,Pass
FFF,2014J,379311,670,27,120,1,269,Fail
FFF,2013B,538051,179,7,90,0,240,Fail
DDD,2014J,111926,586,68,60,2,262,Pass
EEE,2014J,585643,683,57,90,0,269,Pass
BBB,2013J,2044036,62,3,60,2,268,Fail
FFF,2013J,170030,1949,93,60,1,268,Distinction
DDD,2014B,242633,470,50,60,0,241,Pass
BBB,2014J,680545,2536,101,60,0,262,Pass
CCC,2014J,646077,2,1,120,0,269,Withdrawn
DDD,2013J,1644266,244,25,60,0,261,Withdrawn
EEE,2013J,594246,1226,50,60,0,268,Fail
FFF,2013B,1034674,6543,153,60,0,240,Pass
DDD,2013B,519102,2672,142,60,0,240,Fail
DDD,2013J,429854,616,48,70,1,261,Pass
BBB,2014J,297806,126,4,60,0,262,Fail
DDD,2014B,625864,1544,95,60,0,241,Pass
CCC,2014B,518363,1515,70,150,0,241,Pass
FFF,2014B,555691,1628,41,210,1,241,Withdrawn
BBB,2013J,597742,578,29,60,0,268,Pass
DDD,2013J,610701,232,13,120,0,261,Fail
DDD,2013J,342483,771,73,90,0,261,Withdrawn
BBB,2014B,581353,1050,124,180,0,234,Pass
EEE,2014B,626516,1364,84,60,0,241,Fail
BBB,2014J,687404,8,2,60,0,262,Fail
CCC,2014J,568596,1012,83,60,0,269,Withdrawn
FFF,2013B,531270,8552,175,120,1,240,Pass
BBB,2013J,612517,31,7,60,0,268,Pass
BBB,2013B,551716,730,45,60,0,240,Pass
GGG,2014B,629633,1253,56,30,0,241,Distinction
FFF,2013J,596490,3590,104,120,0,268,Pass
FFF,2014J,654114,3336,180,120,0,269,Pass
BBB,2014B,2094350,312,20,60,0,234,Fail
BBB,2013B,309734,701,65,60,2,240,Pass
DDD,2013B,505311,1182,66,120,0,240,Pass
GGG,2014J,646367,700,62,30,0,269,Pass
GGG,2014B,616512,1094,59,30,0,241,Pass
DDD,2014J,1777223,14,1,120,1,262,Fail
FFF,2014J,641169,137,6,90,0,269,Withdrawn
FFF,2014B,633233,49,1,60,0,241,Withdrawn
BBB,2014J,574253,968,36,60,0,262,Distinction
AAA,2013J,958987,1216,102,60,0,268,Pass
FFF,2013J,572783,2665,65,60,0,268,Pass
BBB,2014J,542164,1246,51,60,0,262,Pass
FFF,2014J,619321,4330,151,60,0,269,Pass
DDD,2013B,531340,417,42,180,1,240,Withdrawn
CCC,2014J,655293,73,10,120,0,269,Withdrawn
FFF,2013J,1954147,2994,81,60,0,268,Pass
BBB,2013J,2356809,1076,96,60,0,268,Distinction
CCC,2014J,695915,66,5,60,0,269,Fail
CCC,2014J,657211,5,1,120,0,269,Withdrawn
CCC,2014B,344396,169,13,30,0,241,Fail
CCC,2014B,629692,189,3,120,0,241,Withdrawn
DDD,2014J,469633,644,82,60,0,262,Pass
BBB,2013B,421205,225,29,180,0,240,Fail
BBB,2013J,491097,58,13,120,1,268,Fail
DDD,2014B,634360,1470,62,60,0,241,Withdrawn
CCC,2014B,522312,1097,96,90,0,241,Pass
GGG,2013J,602780,383,28,30,0,261,Pass
DDD,2013J,576233,1374,114,60,0,261,Pass
DDD,2014B,2231018,1064,118,60,0,241,Pass
FFF,2013J,184627,261,20,90,3,268,Withdrawn
BBB,2014J,528432,417,52,60,0,262,Distinction
BBB,2014B,1955634,1061,102,60,0,234,Pass
EEE,2014J,648370,1506,102,60,0,269,Pass
FFF,2013J,506289,1223,42,60,1,268,Fail
FFF,2013J,492851,2213,86,120,0,268,Pass
BBB,2013J,603265,151,10,60,0,268,Fail
BBB,2013B,511524,1880,85,60,0,240,Pass
AAA,2014J,642878,578,29,60,0,269,Withdrawn
BBB,2014J,596496,42,2,180,0,262,Withdrawn
CCC,2014J,470617,103,9,120,0,269,Withdrawn
FFF,2014J,258978,2269,62,60,1,269,Pass
FFF,2013J,330192,2818,59,60,0,268,Pass
FFF,2013B,359883,4431,159,120,0,240,Pass
FFF,2014J,629686,206,10,120,0,269,Withdrawn
BBB,2014J,606442,773,26,60,0,262,Pass
GGG,2013J,586598,370,26,30,0,261,Pass
DDD,2014J,646006,1940,96,90,0,262,Withdrawn
BBB,2013B,173316,1704,74,60,0,240,Fail
FFF,2013B,37298,2097,87,120,0,240,Pass
FFF,2013J,562763,1151,23,300,0,268,Fail
BBB,2014J,695475,1690,92,60,0,262,Distinction
CCC,2014B,360547,39,10,30,0,241,Withdrawn
EEE,2014J,699135,2951,87,60,0,269,Fail
FFF,2014J,649159,2877,108,60,0,269,Pass
FFF,2013B,517569,1653,35,60,0,240,Pass
FFF,2013J,522257,6842,222,60,1,268,Pass
DDD,2013J,599406,38,3,120,0,261,Withdrawn
FFF,2013B,2639410,1749,96,60,0,240,Withdrawn
DDD,2013J,504596,1688,156,60,1,261,Fail
GGG,2014B,634320,202,24,30,0,241,Pass
AAA,2013J,2293923,303,24,150,0,268,Pass
EEE,2014J,496530,424,32,60,1,269,Fail
CCC,2014B,584191,3248,118,60,0,241,Pass
BBB,2014B,631724,935,67,60,0,234,Pass
FFF,2013J,568184,873,39,60,0,268,Fail
AAA,2014J,130547,1252,82,60,0,269,Pass
BBB,2014J,380515,21,2,120,0,262,Withdrawn
FFF,2013J,593904,1398,45,60,0,268,Fail
BBB,2014B,445415,502,82,120,0,234,Pass
FFF,2014B,620356,5,1,90,0,241,Withdrawn
FFF,2014B,562064,303,24,180,0,241,Withdrawn
GGG,2014B,561441,171,13,60,1,241,Withdrawn
BBB,2014B,535548,373,35,180,1,234,Pass
BBB,2013B,553938,15,1,120,0,240,Withdrawn
EEE,2013J,991843,5137,135,30,0,268,Distinction
GGG,2014B,2533407,1187,65,30,0,241,Pass
DDD,2013B,555740,847,88,60,0,240,Pass
GGG,2014J,414633,1132,77,30,0,269,Pass
FFF,2014J,236090,4044,126,180,0,269,Fail
BBB,2013J,553825,106,13,120,0,268,Pass
DDD,2013J,499469,186,33,120,0,261,Fail
BBB,2013J,545462,5375,243,60,0,268,Pass
EEE,2013J,605111,1968,97,60,0,268,Pass
FFF,2014B,336163,821,30,120,1,241,Fail
FFF,2014J,628383,3630,113,90,0,269,Pass
DDD,2013J,579303,252,15,75,0,261,Withdrawn
CCC,2014B,464236,473,38,70,0,241,Withdrawn
DDD,2013J,2681471,464,54,60,0,261,Withdrawn
BBB,2013B,510556,3503,115,60,0,240,Pass
FFF,2014B,498006,2369,91,60,0,241,Pass
BBB,2013B,97154,984,37,60,0,240,Pass
BBB,2013J,477825,270,29,60,0,268,Pass
AAA,2014J,139033,790,60,60,0,269,Fail
FFF,2013J,380710,447,25,180,0,268,Withdrawn
FFF,2014J,694827,2234,91,60,0,269,Pass
FFF,2014B,487314,3316,138,60,0,241,Distinction
GGG,2014B,29985,760,52,30,0,241,Pass
BBB,2013J,1105438,416,22,60,0,268,Pass
DDD,2014B,634648,780,97,60,0,241,Pass
FFF,2013J,590499,1819,55,120,0,268,Fail
CCC,2014B,608577,386,45,60,0,241,Withdrawn
BBB,2013J,203640,176,25,60,0,268,Pass
CCC,2014J,433794,3977,168,210,0,269,Pass
FFF,2014J,692962,4584,204,60,0,269,Pass
FFF,2014J,534018,472,21,120,0,269,Withdrawn
BBB,2014B,275112,527,29,120,3,234,Fail
CCC,2014B,551304,2626,125,90,0,241,Pass
EEE,2013J,596404,29,4,90,0,268,Fail
CCC,2014J,70495,1979,113,60,0,269,Pass
FFF,2014B,2238019,1124,21,60,0,241,Fail
BBB,2013B,544890,316,30,60,0,240,Pass
EEE,2013J,559645,340,10,60,0,268,Fail
FFF,2013B,536950,3543,69,60,0,240,Pass
FFF,2014J,629394,24,1,60,1,269,Withdrawn
FFF,2014J,572071,159,6,60,1,269,Fail
EEE,2014B,623079,3335,119,30,0,241,Pass
BBB,2013J,388052,84,8,60,0,268,Pass
EEE,2013J,585769,2922,92,90,0,268,Withdrawn
FFF,2014J,654351,138,5,90,0,269,Fail
DDD,2014J,8462,10,1,60,1,262,Withdrawn
DDD,2013B,557504,68,9,60,0,240,Withdrawn
FFF,2013J,602719,1628,36,120,0,268,Pass
CCC,2014B,570410,599,39,60,0,241,Pass
CCC,2014J,636716,332,27,120,0,269,Distinction
AAA,2013J,1414443,1907,43,120,0,268,Fail
FFF,2014B,140108,61,5,120,0,241,Fail
FFF,2014J,641547,1671,51,90,0,269,Pass
FFF,2014J,654169,3208,104,60,0,269,Pass
EEE,2014J,695944,680,35,30,0,269,Pass
FFF,2014B,633840,1164,70,60,0,241,Fail
GGG,2013J,582649,639,29,30,0,261,Fail
CCC,2014B,492357,2210,92,30,0,241,Withdrawn
CCC,2014J,505700,650,48,60,0,269,Withdrawn
FFF,2014B,624259,11,1,60,0,241,Fail
GGG,2013J,546192,524,36,30,0,261,Pass
FFF,2014B,2684417,134,9,120,2,241,Withdrawn
BBB,2014B,635777,60,2,60,0,234,Withdrawn
CCC,2014J,551397,4560,167,30,0,269,Pass
GGG,2014J,547334,54,4,30,0,269,Fail
EEE,2014J,639012,2111,96,150,0,269,Pass
BBB,2014J,509935,770,44,60,1,262,Pass
FFF,2013J,465900,2148,99,60,0,268,Pass
CCC,2014J,590397,2316,155,60,0,269,Pass
BBB,2013J,516214,158,6,150,0,268,Withdrawn
BBB,2013J,336478,740,54,60,0,268,Pass
FFF,2013J,342155,2956,107,120,0,268,Pass
BBB,2013B,516529,261,25,60,0,240,Distinction
FFF,2014J,524827,686,30,60,0,269,Withdrawn
FFF,2013B,526549,2378,111,180,1,240,Pass
FFF,2014J,370735,2880,78,60,0,269,Pass
BBB,2014J,559973,313,21,60,0,262,Withdrawn
BBB,2013J,105527,993,86,120,0,268,Pass
FFF,2014J,675279,6463,189,60,0,269,Pass
CCC,2014B,589390,1642,114,90,0,241,Pass
GGG,2014J,623475,370,26,30,0,269,Pass
EEE,2014J,525625,1637,90,60,0,269,Pass
DDD,2013J,409880,1925,115,60,1,261,Pass
DDD,2013J,583147,99,9,120,0,261,Withdrawn
CCC,2014B,569712,1123,39,120,0,241,Withdrawn
FFF,2014B,550925,2560,110,90,0,241,Pass
DDD,2014B,626321,92,9,120,0,241,Withdrawn
DDD,2014B,626146,1260,92,60,0,241,Pass
FFF,2014J,656693,355,12,60,0,269,Withdrawn
DDD,2014J,2201235,931,105,70,1,262,Pass
FFF,2013B,440632,2351,117,180,2,240,Fail
AAA,2014J,639053,195,33,120,0,269,Pass
GGG,2013J,557085,994,69,30,0,261,Pass
DDD,2013B,307290,464,39,120,2,240,Fail
FFF,2014B,632621,1,1,60,0,241,Withdrawn
FFF,2014B,465175,1193,23,60,2,241,Pass
FFF,2014B,416302,7970,168,60,0,241,Pass
BBB,2014J,575892,142,5,60,1,262,Withdrawn
BBB,2013J,234929,422,29,60,1,268,Fail
DDD,2013J,504234,4466,162,60,0,261,Pass
GGG,2013J,589198,297,25,30,0,261,Fail
EEE,2014J,684498,1,1,90,0,269,Withdrawn
BBB,2014J,656698,938,35,60,0,262,Fail
EEE,2013J,611202,2501,97,30,0,268,Distinction
GGG,2014B,552486,608,61,30,0,241,Distinction
BBB,2013B,529065,1335,60,60,0,240,Pass
DDD,2013J,571951,1909,124,60,0,261,Pass
DDD,2013B,554446,1738,118,60,0,240,Pass
FFF,2014J,418486,2,1,240,2,269,Withdrawn
DDD,2014B,620608,1605,103,60,0,241,Fail
FFF,2013B,398656,3076,126,120,0,240,Fail
DDD,2013J,582026,117,11,120,0,261,Fail
FFF,2014J,682504,970,45,90,0,269,Withdrawn
FFF,2013J,591765,3405,163,120,0,268,Pass
CCC,2014J,546634,289,21,60,0,269,Withdrawn
BBB,2013J,558333,106,10,60,0,268,Pass
DDD,2014J,611356,75,5,90,2,262,Withdrawn
CCC,2014J,63371,3344,145,30,0,269,Pass
FFF,2014J,641804,232,17,120,0,269,Withdrawn
DDD,2014B,124134,1146,103,60,1,241,Fail
BBB,2014J,400549,1480,48,120,0,262,Pass
FFF,2014J,650461,2063,39,60,0,269,Pass
CCC,2014B,569080,4522,128,30,0,241,Distinction
BBB,2014J,607062,571,66,120,1,262,Pass
DDD,2013J,156783,1101,120,60,0,261,Pass
CCC,2014J,423664,262,14,30,0,269,Fail
DDD,2013J,367045,2,2,240,0,261,Withdrawn
CCC,2014J,182854,1552,74,80,0,269,Pass
FFF,2013J,556492,50,8,180,1,268,Withdrawn
DDD,2014J,650279,910,60,120,0,262,Pass
FFF,2013B,2522335,1257,84,60,1,240,Distinction
GGG,2014B,2619903,14,2,30,0,241,Fail
BBB,2013B,526370,532,66,60,0,240,Pass
CCC,2014J,557650,3657,98,30,0,269,Pass
BBB,2014B,103535,381,30,120,0,234,Pass
EEE,2013J,339785,951,59,60,0,268,Pass
BBB,2014B,630147,138,11,60,0,234,Fail
GGG,2014J,646905,845,46,30,0,269,Pass
FFF,2013B,517062,1715,69,60,0,240,Withdrawn
FFF,2013J,603216,239,27,120,0,268,Fail
FFF,2014B,624967,1721,41,60,0,241,Withdrawn
CCC,2014J,603179,731,31,60,1,269,Pass
GGG,2013J,583031,604,34,30,0,261,Pass
FFF,2013B,548219,5501,140,60,0,240,Pass
FFF,2014J,696082,2966,161,60,0,269,Pass
EEE,2014J,648942,959,30,60,0,269,Pass
DDD,2014B,626556,742,36,60,0,241,Pass
CCC,2014B,603832,1192,54,60,0,241,Withdrawn
FFF,2014B,622894,8,2,60,0,241,Withdrawn
FFF,2013J,2286574,1319,67,60,0,268,Fail
BBB,2014J,411150,101,10,60,0,262,Withdrawn
BBB,2013J,322728,78,8,270,1,268,Withdrawn
DDD,2014J,631603,645,77,90,0,262,Pass
FFF,2013J,397292,165,7,60,0,268,Withdrawn
DDD,2013B,558645,1711,112,60,0,240,Fail
FFF,2013B,484165,330,21,150,1,240,Fail
EEE,2013J,176086,443,12,30,0,268,Fail
BBB,2014J,605383,19,3,180,0,262,Withdrawn
BBB,2014B,2002415,4218,147,120,0,234,Pass
FFF,2014J,1871598,15002,269,60,0,269,Distinction
DDD,2014J,676204,23,6,60,0,262,Fail
BBB,2014B,624544,68,4,90,0,234,Withdrawn
FFF,2014J,638625,5946,183,60,0,269,Pass
EEE,2013J,596614,1501,57,30,0,268,Withdrawn
CCC,2014J,633504,6199,234,120,0,269,Distinction
FFF,2013B,261335,2107,118,60,0,240,Pass
DDD,2013J,349710,86,12,90,0,261,Withdrawn
FFF,2014J,637788,248,14,60,0,269,Fail
FFF,2013J,521109,646,33,60,2,268,Withdrawn
FFF,2013J,110881,4278,132,60,0,268,Pass
GGG,2014B,612385,7,1,30,0,241,Withdrawn
FFF,2013J,513796,172,6,120,0,268,Withdrawn
BBB,2014B,614732,153,13,60,0,234,Pass
DDD,2013J,589019,1467,126,120,0,261,Pass
BBB,2013B,526506,408,26,240,1,240,Withdrawn
BBB,2013J,2452289,1333,96,60,0,268,Pass
DDD,2014J,645962,289,26,60,0,262,Withdrawn
FFF,2014J,677748,4487,104,120,0,269,Fail
EEE,2013J,588676,2172,113,90,0,268,Pass
BBB,2014B,626750,132,11,60,0,234,Fail
BBB,2014B,617714,84,3,60,0,234,Withdrawn
BBB,2013B,229240,421,42,60,0,240,Distinction
CCC,2014J,585359,785,54,60,0,269,Pass
FFF,2014B,597662,8256,185,90,0,241,Pass
DDD,2014J,677316,371,33,60,0,262,Fail
BBB,2013J,522529,1274,91,60,0,268,Pass
CCC,2014B,2044299,895,45,120,0,241,Withdrawn
BBB,2014B,2652209,1877,98,60,0,234,Pass
FFF,2013B,551764,109,7,120,0,240,Withdrawn
BBB,2013B,545896,6,1,120,0,240,Withdrawn
EEE,2014J,1483814,2230,74,240,0,269,Distinction
CCC,2014J,586233,52,5,90,0,269,Withdrawn
FFF,2014J,601820,1364,37,120,0,269,Pass
DDD,2014J,551595,148,19,220,0,262,Withdrawn
DDD,2014J,483149,1162,83,60,0,262,Pass
DDD,2013J,59275,522,28,60,0,261,Fail
EEE,2013J,610025,2031,89,60,0,268,Pass
FFF,2014J,632276,233,10,120,0,269,Withdrawn
BBB,2014B,444221,877,43,60,0,234,Withdrawn
CCC,2014J,526235,453,21,90,1,269,Fail
FFF,2013J,577454,30,2,90,0,268,Withdrawn
DDD,2014J,601488,687,70,60,1,262,Pass
CCC,2014B,1891323,1021,95,60,0,241,Pass
EEE,2013J,544791,750,50,60,0,268,Pass
FFF,2014B,630129,408,21,60,0,241,Withdrawn
EEE,2013J,594111,667,43,60,0,268,Pass
FFF,2013J,289826,92,7,150,1,268,Withdrawn
FFF,2013J,576856,598,26,60,0,268,Fail
DDD,2013J,270493,266,13,60,0,261,Fail
FFF,2014J,351147,3358,133,60,0,269,Pass
BBB,2013B,551129,137,12,60,0,240,Pass
DDD,2013B,548371,27,6,60,0,240,Fail
BBB,2013J,280151,71,8,210,0,268,Fail
GGG,2014B,626589,489,25,30,0,241,Pass
BBB,2014J,2394741,312,13,60,1,262,Fail
DDD,2013B,338669,125,6,60,0,240,Withdrawn
BBB,2013B,553443,45,5,60,0,240,Fail
AAA,2013J,2598871,2049,123,60,0,268,Pass
BBB,2014J,625709,81,8,90,0,262,Fail
FFF,2013B,550617,216,16,120,0,240,Fail
DDD,2014B,585372,305,33,60,0,241,Withdrawn
DDD,2013J,566134,736,67,60,0,261,Withdrawn
GGG,2013J,586502,525,43,30,0,261,Pass
EEE,2014J,369713,1487,66,60,0,269,Pass
BBB,2013J,614148,114,12,60,0,268,Fail
BBB,2013J,595295,294,19,60,0,268,Pass
BBB,2014J,627119,179,12,60,1,262,Withdrawn
FFF,2014J,633079,3598,128,60,0,269,Pass
CCC,2014J,675383,2284,122,90,0,269,Distinction
EEE,2014B,621906,1624,74,60,0,241,Fail
CCC,2014J,634824,791,35,60,0,269,Pass
FFF,2014B,631860,5160,127,60,0,241,Distinction
CCC,2014J,596789,73,3,90,0,269,Withdrawn
DDD,2014J,483136,330,37,60,0,262,Pass
FFF,2013J,572076,1921,90,120,0,268,Fail
BBB,2013J,573441,276,23,60,0,268,Withdrawn
FFF,2013J,502531,610,40,150,2,268,Fail
FFF,2014J,677456,5696,163,60,0,269,Pass
FFF,2014B,634635,920,38,60,0,241,Fail
CCC,2014J,678395,6402,185,120,0,269,Distinction
DDD,2014B,621615,2598,149,60,0,241,Distinction
BBB,2013B,555673,3550,92,60,0,240,Fail
FFF,2014J,2463282,40,8,90,2,269,Withdrawn
DDD,2013B,263524,952,46,60,0,240,Withdrawn
BBB,2013J,606762,125,19,60,0,268,Fail
FFF,2013J,581332,2309,93,90,0,268,Pass
DDD,2014J,654880,488,51,90,0,262,Withdrawn
GGG,2014B,625912,430,36,30,0,241,Pass
DDD,2014J,654341,1351,147,120,0,262,Pass
CCC,2014J,561195,2834,107,60,0,269,Pass
DDD,2014J,642443,2545,131,60,0,262,Distinction
FFF,2013J,2447469,240,15,60,0,268,Withdrawn
CCC,2014J,35508,1142,69,30,0,269,Pass
CCC,2014B,548261,623,35,120,0,241,Fail
FFF,2013J,578152,707,27,90,0,268,Withdrawn
CCC,2014J,575162,45,6,60,0,269,Fail
DDD,2014B,605890,75,11,60,0,241,Fail
GGG,2014B,602655,597,42,60,1,241,Distinction
CCC,2014J,608669,5,2,60,0,269,Fail
FFF,2013B,551528,1938,85,60,0,240,Withdrawn
DDD,2013J,591210,1090,100,120,0,261,Pass
BBB,2013B,554226,1739,75,60,0,240,Pass
FFF,2013J,598285,2694,94,120,0,268,Pass
AAA,2014J,334441,283,51,60,0,269,Fail
BBB,2013J,598709,1213,90,60,0,268,Pass
FFF,2013J,577721,67,7,150,0,268,Withdrawn
BBB,2014J,656122,283,18,60,0,262,Withdrawn
CCC,2014J,651058,114,7,90,0,269,Fail
EEE,2014J,189117,1141,48,30,0,269,Distinction
FFF,2014J,499404,6171,211,60,2,269,Pass
FFF,2013B,254044,2714,111,240,1,240,Pass
FFF,2013B,345064,6343,228,60,0,240,Pass
FFF,2013B,265112,5014,144,120,0,240,Pass
BBB,2014J,2237567,618,29,90,0,262,Withdrawn
DDD,2013B,162984,93,11,220,2,240,Withdrawn
CCC,2014B,2113778,253,15,60,0,241,Withdrawn
BBB,2014J,680530,221,22,120,0,262,Pass
FFF,2013J,568381,347,10,60,0,268,Fail
CCC,2014J,630165,785,42,30,0,269,Withdrawn
EEE,2013J,1896088,1862,72,60,0,268,Withdrawn
EEE,2014J,521350,75,5,30,0,269,Fail
CCC,2014J,566664,155,8,60,1,269,Withdrawn
DDD,2013J,250163,3076,168,60,0,261,Pass
CCC,2014J,479987,426,23,60,0,269,Withdrawn
GGG,2014B,627821,523,29,30,0,241,Distinction
DDD,2013J,489084,297,19,60,1,261,Fail
BBB,2014J,620115,38,3,60,0,262,Fail
BBB,2014B,616919,5103,131,60,0,234,Distinction
CCC,2014J,480115,2663,129,60,0,269,Pass
GGG,2014J,693843,581,29,30,0,269,Pass
CCC,2014B,582879,2000,110,90,0,241,Pass
FFF,2014B,627569,112,9,90,0,241,Fail
FFF,2014B,632019,1906,61,90,0,241,Fail
FFF,2014J,687511,837,47,120,0,269,Withdrawn
FFF,2014J,64427,5640,188,60,0,269,Distinction
FFF,2013J,487002,181,7,180,0,268,Withdrawn
FFF,2014B,2619719,1951,78,60,0,241,Withdrawn
BBB,2014B,570031,620,47,60,0,234,Pass
GGG,2014J,649095,1934,81,30,0,269,Pass
BBB,2013B,126322,526,52,60,1,240,Pass
CCC,2014B,1894419,472,25,60,0,241,Withdrawn
BBB,2014J,286338,1444,93,60,0,262,Pass
BBB,2013B,2481224,1893,132,120,0,240,Pass
FFF,2014B,622899,879,34,90,0,241,Withdrawn
GGG,2013J,576445,1633,109,30,0,261,Pass
DDD,2013J,590402,234,16,60,0,261,Fail
EEE,2014B,578958,1505,100,135,1,241,Pass
FFF,2013J,594546,8229,169,120,0,268,Distinction
DDD,2013J,504552,89,12,90,0,261,Withdrawn
AAA,2013J,393207,876,50,60,0,268,Pass
DDD,2013J,577414,629,63,120,0,261,Pass
DDD,2014B,621300,700,79,90,0,241,Distinction
BBB,2013J,532477,4728,163,60,0,268,Pass
GGG,2014B,605702,261,16,30,0,241,Fail
DDD,2014J,623225,1613,111,60,0,262,Pass
FFF,2013J,2686536,4322,91,90,0,268,Pass
EEE,2013J,523169,1050,64,60,0,268,Pass
FFF,2013J,517349,976,87,150,1,268,Pass
EEE,2013J,573593,2073,101,60,0,268,Pass
FFF,2014B,634349,138,11,120,0,241,Fail
BBB,2014J,98452,35,5,120,0,262,Withdrawn
BBB,2013J,565393,395,22,60,0,268,Fail
DDD,2014J,680373,535,42,60,0,262,Withdrawn
FFF,2013J,576512,768,24,90,0,268,Fail
CCC,2014J,630073,478,38,90,0,269,Withdrawn
DDD,2013J,581138,1969,90,60,0,261,Fail
FFF,2013B,324305,1068,22,60,0,240,Withdrawn
FFF,2014J,690746,7083,214,90,0,269,Distinction
BBB,2013J,475241,95,8,60,0,268,Fail
DDD,2014J,682117,260,35,60,0,262,Pass
EEE,2014J,645557,554,34,90,0,269,Withdrawn
DDD,2014J,586957,4,1,120,0,262,Withdrawn
CCC,2014J,1848820,27,4,30,1,269,Fail
GGG,2014B,414668,944,42,30,0,241,Distinction
DDD,2013J,2606871,843,89,60,0,261,Withdrawn
DDD,2014J,689418,1763,122,120,0,262,Pass
DDD,2013J,1580084,547,40,60,0,261,Fail
BBB,2014B,624406,9041,225,60,0,234,Distinction
BBB,2013B,512883,167,16,120,1,240,Withdrawn
FFF,2013B,2688202,74,7,90,1,240,Withdrawn
BBB,2014B,628329,12,1,60,0,234,Fail
CCC,2014B,625614,1248,77,60,0,241,Withdrawn
BBB,2014J,644883,38,6,60,0,262,Withdrawn
EEE,2014J,636996,2804,154,90,0,269,Pass
FFF,2013B,440911,27,2,60,1,240,Fail
FFF,2013B,554908,4105,164,60,0,240,Distinction
CCC,2014J,2394090,1226,83,130,1,269,Pass
BBB,2014J,596988,912,76,60,1,262,Pass
BBB,2014J,612473,42,2,60,1,262,Withdrawn
BBB,2014J,426624,1171,53,60,0,262,Distinction
BBB,2013B,561716,893,57,60,0,240,Pass
BBB,2014B,2574365,384,41,60,0,234,Distinction
DDD,2014J,1925789,380,50,60,0,262,Distinction
FFF,2013J,571844,1287,46,180,0,268,Withdrawn
BBB,2013J,601951,974,61,60,0,268,Fail
EEE,2014B,612127,556,30,60,0,241,Pass
GGG,2014B,632959,1009,90,30,0,241,Distinction
FFF,2013B,552740,490,23,90,0,240,Withdrawn
FFF,2013B,540800,5269,151,90,0,240,Pass
DDD,2013J,505142,173,19,120,0,261,Withdrawn
DDD,2014B,633591,1639,131,60,0,241,Pass
FFF,2013B,549537,3072,112,120,0,240,Pass
FFF,2013J,279750,6923,213,60,0,268,Pass
GGG,2014J,650023,279,52,30,0,269,Fail
FFF,2014B,2097046,3884,79,60,0,241,Fail
GGG,2014B,610336,1,1,60,1,241,Fail
EEE,2014J,643404,930,40,60,0,269,Fail
CCC,2014J,349093,2037,98,60,0,269,Distinction
BBB,2014B,601862,252,27,60,0,234,Pass
BBB,2014B,544430,66,3,60,1,234,Fail
BBB,2013J,582636,242,10,60,0,268,Pass
BBB,2014B,634851,328,28,60,0,234,Distinction
DDD,2013J,39427,93,14,60,0,261,Withdrawn
DDD,2014J,696546,28,5,60,0,262,Withdrawn
DDD,2013B,476041,1038,152,60,0,240,Pass
FFF,2013B,426465,7744,198,60,0,240,Pass
CCC,2014B,630613,2823,111,90,0,241,Pass
